image_name,caption,reference,img_path,label
img1864,"SEM micrographies of unpolished green bodies (a: LIS, b: SC); polished green bodies (c: SC, d: LIS); samples sintered at 1190°C-3h in air (e: SC, f: LIS); and at the 1180°C-3h condition in simulated Martian atmosphere (g: SC, h: LIS), evidencing the different morphology before and after sintering and between LIS and SC specimens. The represented samples are those characterized by their compressive strength.","Such findings are confirmed by the LIS and SC green bodies micrographs reported in Fig. 5 a–d. || The effect of the printing process can be clearly observed in unpolished LIS samples ( Fig. 5 b), where ∼250 μm wide layers are present, consistently with the layer height parameter chosen during printing (see Table 4 ). || Conversely, such a structure is absent in SC specimens ( Fig. 5 a). || Clearer insights can come from micrographs of resin-embedded and polished samples, for which higher porosity levels, estimated and reported in Supplementary Table S2 , can be observed in the case of LIS ( Fig. 5 d). || Details on the microstructure of the LIS and SC samples prior to and after sintering are depicted in Fig. 5 .",selected_images/img1864.jpg,"[{""x"":9.975411837616585,""y"":3.0513176144244105,""width"":43.55118826666753,""height"":21.220527045769767,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":1721,""original_height"":3019},{""x"":9.488806382123093,""y"":26.0748959778086,""width"":43.307885538920786,""height"":20.80443828016644,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":1721,""original_height"":3019},{""x"":56.689535564991814,""y"":2.912621359223301,""width"":43.310464435008186,""height"":21.359223300970875,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":1721,""original_height"":3019},{""x"":57.6627464759788,""y"":25.93619972260749,""width"":42.09137190018705,""height"":21.081830790568652,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":1721,""original_height"":3019},{""x"":9.245503654376346,""y"":55.617198335644936,""width"":43.794490994414275,""height"":20.80443828016643,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":1721,""original_height"":3019},{""x"":9.732109109869839,""y"":78.77947295423023,""width"":43.307885538920786,""height"":20.943134535367548,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":1721,""original_height"":3019},{""x"":56.44623283724507,""y"":55.75589459084605,""width"":43.55118826666753,""height"":20.80443828016643,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":1721,""original_height"":3019},{""x"":56.44623283724507,""y"":78.50208044382804,""width"":43.55118826666753,""height"":21.49791955617196,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":1721,""original_height"":3019}]"
img1872,"Weibull fracture probability plots of the compressive strength measured for the cases of (a) LIS-AIR (LIS sample sintered in air at 1190°C-3h), (b) SC-AIR (SC sample sintered in air at 1190°C-3h), (c) LIS-CO 2 (LIS sample sintered in simulated Martian atmosphere at 1180°C-3h), (d) SC-CO 2 (SC sample sintered in simulated Martian atmosphere at 1180°C-3h).","To identify statistically robust trends, the Weibull characteristic compressive strength [ 47 ] was evaluated and reported in Fig. 13 .",selected_images/img1872.jpg,"[{""x"":0,""y"":0,""width"":48.95147638920206,""height"":49.51456310679613,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3592,""original_height"":2811},{""x"":50.36249455563141,""y"":0.2773925104022192,""width"":49.63750544436859,""height"":48.82108183079057,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3592,""original_height"":2811},{""x"":0.10853985895610217,""y"":51.31761442441055,""width"":49.060016248158185,""height"":48.68238557558945,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3592,""original_height"":2811},{""x"":49.92833511980702,""y"":51.59500693481278,""width"":50.07166488019298,""height"":48.40499306518722,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3592,""original_height"":2811}]"
img1885,Simulation mixing of different types of microreactors under different Reynolds indexes.,"We first introduce the performance comparison of K1-K6 series. Fig. 5 shows the variation of MI with mixing distance in six microreactors from K1 to K6 under different Re. || In Figs. 5a-5f , the curves of the mixing index of the six microreactors with the mixing distance at Re = 2.5 and 7.5 are similar. || ( Fig. 5 ).",selected_images/img1885.jpg,"[{""x"":-2.886579864025407e-15,""y"":-4.440892098500627e-16,""width"":33.33915024420712,""height"":49.04831625183016,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3549,""original_height"":1915},{""x"":33.65516114699581,""y"":0,""width"":33.65516114699581,""height"":49.780380673499266,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3549,""original_height"":1915},{""x"":67.0733141169001,""y"":0,""width"":32.926685883099886,""height"":48.60907759882869,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3549,""original_height"":1915},{""x"":-2.886579864025407e-15,""y"":51.83016105417276,""width"":33.33915024420712,""height"":48.16983894582723,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3549,""original_height"":1915},{""x"":33.65516114699581,""y"":51.53733528550512,""width"":33.57615842129864,""height"":48.46266471449488,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3549,""original_height"":1915},{""x"":67.62633319678032,""y"":51.53733528550512,""width"":32.37366680321968,""height"":48.46266471449488,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":3549,""original_height"":1915}]"
img1887,Effect of C H + on Xs.,The results are shown in Fig. 7 .,selected_images/img1887.jpg,"[{""x"":-4.4408920985006257e-16,""y"":2.220446049250313e-16,""width"":33.8107103454682,""height"":48.69942196531791,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3547,""original_height"":1939},{""x"":34.04770130583364,""y"":0.1445086705202312,""width"":32.94174349079495,""height"":49.421965317919074,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3547,""original_height"":1939},{""x"":67.06844178341707,""y"":8.881784197001252e-16,""width"":32.852561229794446,""height"":48.98843930635838,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3547,""original_height"":1939},{""x"":0.15799397357695424,""y"":50.86705202312138,""width"":33.41572541152582,""height"":49.13294797687862,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3547,""original_height"":1939},{""x"":33.65271637189125,""y"":50.57803468208093,""width"":33.41572541152582,""height"":49.42196531791907,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3547,""original_height"":1939},{""x"":67.22643575699402,""y"":50.72254335260116,""width"":32.77356424300598,""height"":49.27745664739884,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":3547,""original_height"":1939}]"
img1888,(a) The mixing comparison diagram of the microreactors from K1 to K6 at Re = 25; (b) Optimized microreactors: K7 and K8; (c-f) The optimized microreactor is mixed and compared under different Reynolds indexes.,"Fig. 8a shows the MI comparison diagram of the six microreactors at Re = 25. || On this basis, we optimized its structure and named it K7 and K8 ( Fig. 8b ). || When the flow rate is equal to 0.145 ml/min, the extraction efficiency of In is 96.04 %, while the co-extraction rate of Ge is 11.82 % ( Fig. 8a ).",selected_images/img1888.jpg,"[{""x"":0.315955766192733,""y"":0.14030618296021138,""width"":33.0173775671406,""height"":48.82655167015356,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3549,""original_height"":1998},{""x"":34.4391785150079,""y"":0.14030618296021138,""width"":31.43759873617693,""height"":50.08930731679547,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3549,""original_height"":1998},{""x"":66.82464454976304,""y"":0.4209185488806342,""width"":33.175355450236964,""height"":49.66838876791483,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3549,""original_height"":1998},{""x"":0.5529225908372828,""y"":53.596961890800756,""width"":33.254344391785146,""height"":46.403038109199244,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3549,""original_height"":1998},{""x"":34.12322274881517,""y"":53.45665570784054,""width"":32.93838862559241,""height"":46.54334429215946,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3549,""original_height"":1998},{""x"":67.53554502369668,""y"":53.31634952488032,""width"":32.464454976303315,""height"":46.68365047511968,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":3549,""original_height"":1998}]"
img1891,Real photos of fluid flow patterns in K8 at a flow rate of 0.145 ml/min. (a) 0.00 s; (b) 0.25 s; (c) 0.50 s; (d) 1.00 s.,Fig. 11 shows the two-phase flow pattern through K8 at a flow rate of 0.145 ml/min.,selected_images/img1891.jpg,"[{""x"":0,""y"":0,""width"":47.31437598736177,""height"":48.963198922642626,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2756,""original_height"":1525},{""x"":52.29067930489732,""y"":0.2854997021728433,""width"":47.70932069510268,""height"":48.820449071556205,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2756,""original_height"":1525},{""x"":2.7360946578439873e-15,""y"":51.81819594437109,""width"":47.23538704581362,""height"":48.181804055628895,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2756,""original_height"":1525},{""x"":52.21169036334913,""y"":51.67544609328464,""width"":47.78830963665087,""height"":48.32455390671536,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2756,""original_height"":1525}]"
img1894,"(a) 3D CAD model (body-centered cubic), (b) sliced CAD design, (c) 3D-printed structure (3D-MCC) before, and (d) after functionalization with citric acid (CA/3D-MCC).","The 3D CAD model and the resultant 3D prints before and after functionalization are illustrated in Fig. 1 and Fig. S2 for batch and column studies, respectively.",selected_images/img1894.jpg,"[{""x"":0.30383262765361796,""y"":0.13869625520110956,""width"":49.11960813733491,""height"":49.098474341192784,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":1516,""original_height"":1107},{""x"":50.84132636070541,""y"":0.27739251040221913,""width"":49.11960813733491,""height"":48.404993065187234,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":1516,""original_height"":1107},{""x"":0.10127754255120598,""y"":51.45631067961165,""width"":49.0183305947837,""height"":48.54368932038835,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":1516,""original_height"":1107},{""x"":50.94260390325661,""y"":51.04022191400832,""width"":49.05739609674339,""height"":48.95977808599168,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":1516,""original_height"":1107}]"
img1900,"High-resolution spectra of CA/3D-MCC before adsorption (a) C1s, (b) N1s, (c) O1s and after adsorption (d) C1s, (e) N1s, (f) O1s, (g) Pb4f.","Figs. 6 and 7 present measured survey and high-resolution XPS spectra of CA/3D-MCC samples, respectively. || The deconvoluted XPS spectra in Fig. 7 g further confirmed effective Pb(II) adsorption onto the CA/3D-MCC surface. || Typically, there was a significant shift of the C1s carboxyl O=CO peak from 289.0 to 288.9 eV ( Fig. 7 d), with a similar but less pronounced shift of the O1s OC=O peak from 531.1 to 531.3 eV ( Fig. 7 f).",selected_images/img1900.jpg,"[{""x"":0,""y"":0,""width"":49.56796540728738,""height"":24.13314840499306,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2779,""original_height"":4337},{""x"":50.00087340211085,""y"":0.13869625520110956,""width"":49.99912659788909,""height"":23.855755894590835,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2779,""original_height"":4337},{""x"":0.21645399741173524,""y"":24.687933425797503,""width"":49.56796540728737,""height"":24.133148404993065,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2779,""original_height"":4337},{""x"":50.43378139693431,""y"":24.410540915395284,""width"":49.56621860306569,""height"":24.549237170596395,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2779,""original_height"":4337},{""x"":0,""y"":49.51456310679612,""width"":50.00087340211085,""height"":25.658807212205275,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2779,""original_height"":4337},{""x"":50.65023539434604,""y"":49.65325936199723,""width"":49.34976460565396,""height"":24.410540915395288,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2779,""original_height"":4337},{""x"":25.108663699761298,""y"":75.45076282940343,""width"":50.86668939175779,""height"":24.54923717059632,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":2779,""original_height"":4337}]"
img1907,"(a) Design domain for our CFD model showing the rectangular cavity, inlets and separator, outlet and examples of obstacles, meshed and refined to allow simulation. (b) Example simulation results for Re = 90 showing the evolution of the simulation over 4 s. Overview of the proposed diffusion-based model for static mixer design generation: (c) During training, the diffusion model is conditioned on the performance values of a static mixer, and the timestep, t , to perform reverse denoising on a noisy image to generate a design that resembles the resized static mixer. The model is optimised by backpropagating the L 1 loss between the transformed static mixer and the generated output. (d) During inference, the diffusion process, conditioned on target performance values and timestep, t , iteratively refines an initial Gaussian noise input towards a final design by alternating between the forward noising and reverse denoising operations. The reverse denoising operation gradually recovers the design while the forward noising operation adds noise back to the image with a decreasing noise schedule. At the end of the step-by-step process, the final output undergoes inverse resizing to recover the original static mixer dimensions. If the resulting design violates filtering rules, the process is repeated with a new random noise seed.","To enable generation of a large numerical dataset while maintaining manageable computational effort, we used a two-dimensional design domain with length L = 50 mm and width W = 3 mm ( Fig. 2 a). || (3) The regions occupied by obstacles were removed from the OpenFOAM fluidic domain using the built-in library snappyHexMesh , generating a new channel geometry ( Fig. 2 a). || The regions occupied by obstacles were removed from the OpenFOAM fluidic domain using the built-in library snappyHexMesh , generating a new channel geometry ( Fig. 2 a). || Concentration maps for an example simulation are shown in Fig. 2 b. || During training ( Fig. 2 c) an image of an input static mixer with randomly generated internal geometry associated by performance values p was first resized to a fixed size of 256 × 256 for ease of training.",selected_images/img1907.jpg,"[{""x"":-1.5543122344752194e-15,""y"":0.5547850208044383,""width"":49.97410925075494,""height"":28.57142857142857,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3549,""original_height"":2848},{""x"":50.53061380811301,""y"":0.4160887656033287,""width"":48.30459557868072,""height"":28.57142857142857,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3549,""original_height"":2848},{""x"":0.7791063803013019,""y"":31.345353675450767,""width"":43.74125820834451,""height"":54.09153952843272,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3549,""original_height"":2848},{""x"":50.19671107369816,""y"":31.900138696255205,""width"":49.80328892630184,""height"":68.0998613037448,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3549,""original_height"":2848}]"
img1914,Visual analysis of the C a (accuracy) index.,"Fig. 5 illustrates the C a index, which assesses process accuracy by measuring the centering of the process mean (μ) within the tolerance defined by the LSL and USL. || The optimal condition, shown in Fig. 5 (a), corresponds to a C a value of 1.00, wherein the process mean exactly coincides with the manufacturing target. Fig. 5 (b) addresses the interpretation of negative C a values, as requested by the reviewer. || Other deviations, such as locating the mean precisely on a specification limit ( Fig. 5 c), represent a high-risk condition yielding C a = 0.00, under which 50% of the output would be statistically non-conforming. || Lastly, intermediate values, such as that shown in Fig. 5 (d), result in C a = 0.50 and serve as an early warning, indicating a significant deviation that warrants intervention to re-center the process ( Barbosa, de Oliveira, et al., 2025 ).",selected_images/img1914.jpg,"[{""x"":1.2205801548090621e-15,""y"":0,""width"":49.66936055659288,""height"":48.40499306518725,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":1964,""original_height"":1390},{""x"":51.04361163918636,""y"":2.9976021664879227e-15,""width"":48.95638836081364,""height"":48.127600554785026,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":1964,""original_height"":1390},{""x"":0,""y"":49.37586685159501,""width"":50.847290055958716,""height"":50.62413314840499,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":1964,""original_height"":1390},{""x"":51.04361163918636,""y"":49.2371705963939,""width"":48.95638836081364,""height"":50.7628294036061,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":1964,""original_height"":1390}]"
img1915,Illustration of C gk index under different process conditions.,"Fig. 6 provides a visual decomposition of the C gk index, which quantifies capability by considering both bias (systematic error) and repeatability (random error). || The ideal scenario ( Fig. 6 a) is represented by a distribution with low variability and perfect centering on the target (Bias = 0), indicating a system that is both precise and accurate. || Conversely, Fig. 6 (b) illustrates a purely systematic error, where the precise distribution is shifted from the target (Bias ≠ 0). Fig. 6 (c) demonstrates a predominantly random error, characterized by a high-dispersion distribution that, despite being centered, compromises reliability. || Finally, the most critical scenario ( Fig. 6 d) exhibits a combination of both errors, resulting in a system that is neither accurate nor precise.",selected_images/img1915.jpg,"[{""x"":0,""y"":1.4432899320127035e-15,""width"":50.65465581346065,""height"":48.82108183079057,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":1754,""original_height"":1266},{""x"":51.75584398331849,""y"":0.27739251040221913,""width"":48.24415601668151,""height"":48.82108183079057,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":1754,""original_height"":1266},{""x"":1.8873791418627665e-15,""y"":50.069348127600556,""width"":51.05508787522714,""height"":49.930651872399444,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":1754,""original_height"":1266},{""x"":51.65573596787687,""y"":50.069348127600556,""width"":47.94383197035664,""height"":49.930651872399444,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":1754,""original_height"":1266}]"
img1919,Response surface analysis for EN.,"Fig. 10 (a) illustrates the main effect of LW on energy consumption, demonstrating a monotonically decreasing relationship across the experimental range of 0.4 to 0.6 mm. || This inverse relationship reflects the physical mechanism whereby increased extrusion width reduces the total number of passes required by the nozzle to cover the specimen cross-section, thereby diminishing cumulative machine runtime and electrical energy demand. Fig. 10 (b) presents the main effect of LH on energy consumption, revealing a favorable trend toward energy reduction. || Fig. 10 (c) examines the main effect of ID on energy consumption, revealing a positive relationship that contrasts with the previous parameters. || Fig. 10 (d) demonstrates the main effect of print speed (S) on energy consumption, exhibiting the most pronounced sensitivity among all analyzed parameters. || Fig. 10 (e) presents interaction plots examining the combined effects of layer height (LH) and print speed (S) on energy consumption, with three distinct curves representing S values of 20, 35, and 50 mm/s.",selected_images/img1919.jpg,"[{""x"":0,""y"":0,""width"":44.6931366470645,""height"":23.717059639389724,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3284,""original_height"":4337},{""x"":46.89115976085454,""y"":0.13869625520110956,""width"":43.777293682985295,""height"":23.439667128987516,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3284,""original_height"":4337},{""x"":0.3663371856316761,""y"":26.49098474341193,""width"":44.326799461432806,""height"":22.746185852981966,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3284,""original_height"":4337},{""x"":46.15848538959119,""y"":26.0748959778086,""width"":44.69313664706449,""height"":23.023578363384193,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3284,""original_height"":4337},{""x"":0,""y"":52.1497919556172,""width"":43.960462275801135,""height"":23.578363384188627,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3284,""original_height"":4337},{""x"":46.52482257522287,""y"":52.28848821081831,""width"":43.7772936829853,""height"":23.855755894590843,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":3284,""original_height"":4337},{""x"":9.158429640791903,""y"":78.08599167822469,""width"":39.38124745540519,""height"":21.914008321775313,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":3284,""original_height"":4337},{""x"":90.85162203665568,""y"":55.33980582524271,""width"":9.148377963344316,""height"":36.0610263522885,""rotation"":0,""rectanglelabels"":[""COMMON_ALL""],""original_width"":3284,""original_height"":4337}]"
img1920,Response surface analysis for Costs.,"Fig. 11 presents the main effects, interactions, and response surface plots for the manufacturing costs. || The dashed line on the contour plot delineates the optimal operating region for cost minimization. Fig. 11 (a) illustrates the effect of Infill Density (ID) on Ct, showing a pronounced positive linear relationship. || In contrast, Fig. 11 (b) demonstrates the effect of LH on manufacturing cost, exhibiting a negative linear trend. || Fig. 11 (c) presents the effect of LW on manufacturing costs, also demonstrating a negative trend. || Fig. 11 (d) illustrates the effect of Printing Speed (S) on manufacturing cost, revealing a negative linear relationship of moderate magnitude.",selected_images/img1920.jpg,"[{""x"":0,""y"":0.13869625520110956,""width"":28.4493868651386,""height"":21.220527045769753,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3531,""original_height"":4337},{""x"":30.15294296484751,""y"":1.1102230246251565e-15,""width"":29.641876134934847,""height"":21.497919556171983,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3531,""original_height"":4337},{""x"":61.66873080946215,""y"":-6.66133814775094e-16,""width"":29.982587354876628,""height"":20.943134535367545,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3531,""original_height"":4337},{""x"":1.3322676295501878e-15,""y"":25.93619972260749,""width"":28.279031255167723,""height"":22.052704576976424,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3531,""original_height"":4337},{""x"":30.323298574818402,""y"":25.79750346740638,""width"":29.98258735487662,""height"":22.607489597780862,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3531,""original_height"":4337},{""x"":61.66873080946215,""y"":24.965325936199722,""width"":30.32329857481841,""height"":23.855755894590846,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":3531,""original_height"":4337},{""x"":0,""y"":52.28848821081831,""width"":28.279031255167723,""height"":21.63661581137309,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":3531,""original_height"":4337},{""x"":29.30116491499306,""y"":52.704576976421635,""width"":29.812231744905738,""height"":21.359223300970882,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":3531,""original_height"":4337},{""x"":61.49837519949125,""y"":52.42718446601942,""width"":30.32329857481841,""height"":22.19140083217753,""rotation"":0,""rectanglelabels"":[""I""],""original_width"":3531,""original_height"":4337},{""x"":1.8739117096797888,""y"":78.2246879334258,""width"":32.70827711441086,""height"":21.7753120665742,""rotation"":0,""rectanglelabels"":[""J""],""original_width"":3531,""original_height"":4337},{""x"":91.99202938428056,""y"":7.489597780859916,""width"":8.007970615719444,""height"":82.5242718446602,""rotation"":0,""rectanglelabels"":[""COMMON_ALL""],""original_width"":3531,""original_height"":4337}]"
img1921,"Contour plot, response surface, and main effects for C gk;w .","Fig. 12 displays the main effects, interactions, and response surface plots. || The main effects plots presented in Fig. 12 (a–d) reveal distinct patterns of parameter influence on C gk;w , with each factor demonstrating a unique sensitivity profile that contrasts markedly with the cost-driven optimization discussed previously. Fig. 12 (a) illustrates the effect of ID on C gk;w , showing a positive linear relationship. || In marked contrast, Fig. 12 (b) demonstrates the effect of LH on C gk;w , exhibiting a pronounced positive linear trend. || Fig. 12 (c) presents the effect of LW on C gk;w , also demonstrating a positive linear relationship. || Fig. 12 (d) illustrates the effect of S on C gk;w , revealing a nonlinear parabolic relationship with a pronounced minimum point.",selected_images/img1921.jpg,"[{""x"":0,""y"":0,""width"":27.93409754574802,""height"":21.49791955617198,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3510,""original_height"":4337},{""x"":29.990595524576108,""y"":0.27739251040221913,""width"":30.333345187714116,""height"":21.081830790568652,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3510,""original_height"":4337},{""x"":62.209063859549296,""y"":0,""width"":29.819220693007104,""height"":21.63661581137309,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3510,""original_height"":4337},{""x"":0.8568741578450316,""y"":26.629680998613036,""width"":28.276847208886043,""height"":21.35922330097088,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3510,""original_height"":4337},{""x"":31.361594177128154,""y"":26.0748959778086,""width"":29.305096198300078,""height"":21.914008321775317,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3510,""original_height"":4337},{""x"":63.58006251210134,""y"":25.93619972260749,""width"":28.10547237731705,""height"":22.33009708737864,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":3510,""original_height"":4337},{""x"":0.6854993262760253,""y"":52.011095700416085,""width"":28.10547237731703,""height"":22.05270457697643,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":3510,""original_height"":4337},{""x"":30.847469682421135,""y"":51.87239944521498,""width"":28.962346535162062,""height"":22.746185852981966,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":3510,""original_height"":4337},{""x"":62.3804386911183,""y"":51.59500693481276,""width"":29.6478458614381,""height"":22.468793342579758,""rotation"":0,""rectanglelabels"":[""I""],""original_width"":3510,""original_height"":4337},{""x"":3.5988714629491323,""y"":78.08599167822469,""width"":36.331464292629335,""height"":21.914008321775313,""rotation"":0,""rectanglelabels"":[""J""],""original_width"":3510,""original_height"":4337},{""x"":92.5424090472634,""y"":7.350901525658807,""width"":7.457590952736595,""height"":82.24687933425797,""rotation"":0,""rectanglelabels"":[""COMMON_ALL""],""original_width"":3510,""original_height"":4337}]"
img1922,"Contour plot, response surface, and main effects for C gk;t .","Fig. 13 illustrates the analysis for the C gk;t index, evaluating the measurement system's capability for the specimen's thickness. || The main effects plots presented in Fig. 13 (a), 13(b), 13(c), and 13(d) elucidate the individual parametric influence on C gk;t through systematic univariate analysis. Fig. 13 (a) demonstrates a pronounced inverse linear relationship between ID and C gk;t across the investigated parametric domain. || Fig. 13 (b) and 13(c) reveal quadratic functional relationships between the geometric parameters and C gk;t . Fig. 13 (b) demonstrates that LH exhibits a pronounced parabolic response with optimal capability, C gk;t ≈ 1.3, achieved at the minimum LH value of 0.12 mm. || Similarly, Fig. 13 (c) illustrates that LW demonstrates quadratic behavior, with maximum capability, C gk;t ≈ 0.725, achieved at LW ≈ 0.40 mm. || Fig. 13 (d) presents the effect of S on C gk;t , revealing a pronounced quadratic response with a critical minimum point.",selected_images/img1922.jpg,"[{""x"":0,""y"":0,""width"":28.399675586461097,""height"":21.081830790568652,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3516,""original_height"":4337},{""x"":31.82132324748051,""y"":0.13869625520110956,""width"":28.74184035256305,""height"":21.081830790568652,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3516,""original_height"":4337},{""x"":61.247493132247435,""y"":-2.2204460492503136e-16,""width"":30.79482894917469,""height"":21.081830790568652,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3516,""original_height"":4337},{""x"":0,""y"":25.93619972260749,""width"":29.768334650868866,""height"":22.607489597780862,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3516,""original_height"":4337},{""x"":31.99240563053148,""y"":26.21359223300971,""width"":28.912922735614018,""height"":22.05270457697642,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3516,""original_height"":4337},{""x"":62.958316962757145,""y"":26.21359223300971,""width"":28.570757969512066,""height"":21.220527045769767,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":3516,""original_height"":4337},{""x"":3.8857805861880484e-16,""y"":52.56588072122052,""width"":28.74184035256304,""height"":21.081830790568652,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":3516,""original_height"":4337},{""x"":31.136993715276628,""y"":52.56588072122052,""width"":28.74184035256304,""height"":21.08183079056866,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":3516,""original_height"":4337},{""x"":62.787234579706166,""y"":52.56588072122052,""width"":28.3996755864611,""height"":21.08183079056866,""rotation"":0,""rectanglelabels"":[""I""],""original_width"":3516,""original_height"":4337},{""x"":-1.2212453270876722e-15,""y"":78.64077669902912,""width"":29.597252267817897,""height"":21.359223300970882,""rotation"":0,""rectanglelabels"":[""J""],""original_width"":3516,""original_height"":4337},{""x"":33.361064694939245,""y"":78.50208044382802,""width"":34.72972375934701,""height"":21.49791955617198,""rotation"":0,""rectanglelabels"":[""K""],""original_width"":3516,""original_height"":4337},{""x"":92.04232208142213,""y"":6.24133148404993,""width"":7.957677918577877,""height"":83.63384188626907,""rotation"":0,""rectanglelabels"":[""COMMON_ALL""],""original_width"":3516,""original_height"":4337}]"
